source_csv,generated_at,report_json,question_md,question_id,question,provider,model,strategy,phase,temperature,prompt_tokens,completion_tokens,total_tokens,cached_prompt_tokens,input_price_per_1m,input_cache_hit_per_1m,input_cache_miss_per_1m,output_price_per_1m,currency,pricing_url,billing_cache_mode,cost,row_type
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,sample_5,1.0,6434,4,6438,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,plan,0.1,5992,382,6374,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.01131,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,candidate_1,1.0,6825,4,6829,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.00857125,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,candidate_2,1.0,6825,4,6829,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.00857125,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,candidate_3,1.0,6825,4,6829,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.00857125,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,select,0.1,560,4,564,0,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.00074,event
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Direct,,,6428,4,6432,,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.008075,summary
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,CoT,,,6434,4,6438,,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0080825,summary
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,Self-Consistency,,,32170,20,32190,,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.0404125,summary
openrouter_gemini_2_5_pro_beijing_q1_token_cost.csv,2026-03-31T13:45:00.000000,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,gemini(estimated),google/gemini-2.5-pro,ToT,,,27027,398,27425,,1.25,,,10.0,USD,https://openrouter.ai/google/gemini-2.5-pro,no_cache,0.03776375,summary
